Date,Adj Close,Close,High,Low,Open,Volume,Net Sales/Income from operations,Total Income From Operations,Depreciation,Interest,P/L Before Tax,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,QuarterDate,P/EPS
2021-12-16,1093.80322265625,1109.3994140625,1114.7528076171875,1093.131591796875,1110.2301025390625,9761279,"1,67,611","1,67,611","7,230","3,819","19,195","15,440","6,551",20.88,2021-09-30,52.385211813038794
2021-12-17,1064.9329833984375,1080.1173095703125,1111.2916259765625,1070.6795654296875,1106.69970703125,21049821,"1,67,611","1,67,611","7,230","3,819","19,195","15,440","6,551",20.88,2021-09-30,51.00253751908226
2021-12-20,1036.2216796875,1050.9967041015625,1069.6873779296875,1037.0362548828125,1069.6873779296875,14325846,"1,67,611","1,67,611","7,230","3,819","19,195","15,440","6,551",20.88,2021-09-30,49.62747508081897
2021-12-21,1051.646484375,1066.6414794921875,1082.6785888671875,1057.8499755859375,1066.6876220703125,12836561,"1,67,611","1,67,611","7,230","3,819","19,195","15,440","6,551",20.88,2021-09-30,50.3662109375
2021-12-22,1076.6038818359375,1091.9547119140625,1094.6314697265625,1071.6026611328125,1072.94091796875,17658543,"1,67,611","1,67,611","7,230","3,819","19,195","15,440","6,551",20.88,2021-09-30,51.56148859367517
2021-12-23,1076.2171630859375,1091.5625,1098.36962890625,1088.23974609375,1095.6005859375,9072401,"1,67,611","1,67,611","7,230","3,819","19,195","15,440","6,551",20.88,2021-09-30,51.54296758074413
2021-12-24,1079.6524658203125,1095.046875,1103.9075927734375,1078.7789306640625,1093.754638671875,7886494,"1,67,611","1,67,611","7,230","3,819","19,195","15,440","6,551",20.88,2021-09-30,51.70749357376976
2021-12-27,1078.4921875,1093.8699951171875,1097.4466552734375,1083.6478271484375,1089.85498046875,4017223,"1,67,611","1,67,611","7,230","3,819","19,195","15,440","6,551",20.88,2021-09-30,51.65192468869732
2021-12-28,1091.3009033203125,1106.8612060546875,1109.837890625,1095.1622314453125,1096.3389892578125,6374613,"1,67,611","1,67,611","7,230","3,819","19,195","15,440","6,551",20.88,2021-09-30,52.26536893296516
2021-12-29,1093.1663818359375,1108.75341796875,1116.3681640625,1099.3387451171875,1103.4461669921875,15425312,"1,67,611","1,67,611","7,230","3,819","19,195","15,440","6,551",20.88,2021-09-30,52.354711773751795
2021-12-30,1073.4189453125,1088.7242431640625,1109.884033203125,1082.4940185546875,1107.599609375,29333171,"1,67,611","1,67,611","7,230","3,819","19,195","15,440","6,551",20.88,2021-09-30,51.408953319564176
2021-12-31,1077.5367431640625,1092.90087890625,1100.16943359375,1089.1396484375,1095.13916015625,9477290,"1,67,611","1,67,611","7,230","3,819","19,195","15,440","6,551",20.88,2021-09-30,51.60616586034782
2022-01-03,1093.7806396484375,1109.3763427734375,1111.2685546875,1090.7779541015625,1091.4471435546875,5421611,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,38.952301981781964
2022-01-04,1118.4649658203125,1134.4127197265625,1135.7510986328125,1109.445556640625,1114.9375,10847728,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,39.83137342664931
2022-01-05,1123.6976318359375,1139.719970703125,1143.1351318359375,1122.8060302734375,1136.212646484375,11643813,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,40.01772193147926
2022-01-06,1099.5364990234375,1115.21435546875,1132.5206298828125,1111.7530517578125,1131.2283935546875,14447422,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,39.1572827287549
2022-01-07,1108.4093017578125,1124.213623046875,1134.3896484375,1112.929931640625,1121.883056640625,13112115,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,39.473265732115834
2022-01-10,1109.3193359375,1125.1365966796875,1133.9051513671875,1115.0067138671875,1131.59765625,9246731,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,39.50567435674858
2022-01-11,1117.3048095703125,1133.2359619140625,1142.18896484375,1123.7520751953125,1124.213623046875,16205164,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,39.79005732088008
2022-01-12,1147.130859375,1163.4871826171875,1165.2640380859375,1137.5970458984375,1140.5045166015625,14800442,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,40.852238581730774
2022-01-13,1153.5919189453125,1170.04052734375,1172.671142578125,1157.626220703125,1163.5565185546875,11856712,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,41.08233329577324
2022-01-14,1155.2755126953125,1171.748046875,1184.8084716796875,1165.6793212890625,1169.902099609375,19930176,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,41.14229033815216
2022-01-17,1161.3043212890625,1177.8629150390625,1183.7470703125,1170.8250732421875,1171.28662109375,8036453,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,41.35699149889824
2022-01-18,1147.44921875,1163.810302734375,1182.5240478515625,1161.0181884765625,1179.0167236328125,6215029,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,40.863576166310544
2022-01-19,1147.3582763671875,1163.718017578125,1173.132568359375,1157.903076171875,1167.5946044921875,9755485,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,40.86033747746394
2022-01-20,1127.2696533203125,1143.3427734375,1158.341552734375,1132.9820556640625,1153.772705078125,16494486,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,40.1449306738003
2022-01-21,1127.4515380859375,1143.52734375,1154.7879638671875,1131.59765625,1131.59765625,13338594,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,40.151408051493505
2022-01-24,1081.9730224609375,1097.4005126953125,1155.9417724609375,1086.8782958984375,1142.2120361328125,21868937,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,38.531802794192934
2022-01-25,1079.8572998046875,1095.2545166015625,1102.361572265625,1063.757080078125,1084.31689453125,24510205,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,38.45645654575098
2022-01-27,1063.8634033203125,1079.03271484375,1087.3397216796875,1066.5491943359375,1078.0635986328125,20020431,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,37.88687333761797
2022-01-28,1062.83984375,1077.994384765625,1096.4774169921875,1074.5562744140625,1091.4471435546875,14667727,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,37.85042178596866
2022-01-31,1085.931884765625,1101.41552734375,1110.55322265625,1087.3858642578125,1089.23193359375,12143683,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,38.67278791900374
2022-02-01,1082.337158203125,1097.7696533203125,1117.1064453125,1083.186279296875,1111.2916259765625,13200509,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,38.54477059127938
2022-02-02,1084.5438232421875,1100.0079345703125,1110.830078125,1096.1082763671875,1110.830078125,10017691,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,38.623355528567934
2022-02-03,1070.5294189453125,1085.793701171875,1108.268798828125,1083.232421875,1103.9075927734375,9572839,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,38.124267056457
2022-02-04,1060.76953125,1075.89453125,1083.809326171875,1071.187255859375,1080.37109375,11061241,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,37.776692708333336
2022-02-07,1054.3084716796875,1069.34130859375,1087.662841796875,1063.757080078125,1080.8326416015625,10714467,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,37.54659799429087
2022-02-08,1072.031005859375,1087.316650390625,1089.1396484375,1066.0645751953125,1075.5946044921875,12060849,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,38.17774237390937
2022-02-09,1084.5211181640625,1099.98486328125,1101.6923828125,1088.2166748046875,1094.2852783203125,11486225,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,38.62254694316462
2022-02-10,1083.406494140625,1098.854248046875,1105.6151123046875,1091.4932861328125,1105.6151123046875,12464491,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,38.582852355435364
2022-02-11,1081.29052734375,1096.708251953125,1100.4464111328125,1081.8017578125,1095.2545166015625,15943370,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,38.50749741252671
2022-02-14,1064.0684814453125,1079.240478515625,1086.80908203125,1067.4490966796875,1080.0250244140625,10719633,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,37.894176689647885
2022-02-15,1100.1962890625,1115.883544921875,1118.6295166015625,1077.9251708984375,1085.078369140625,11212671,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,39.18077952501781
2022-02-16,1097.9212646484375,1113.5760498046875,1122.8291015625,1105.7305908203125,1121.444580078125,10392840,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,39.09976013705262
2022-02-17,1111.8218994140625,1127.6748046875,1132.9359130859375,1112.214599609375,1116.875732421875,12853252,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,39.59479698768029
2022-02-18,1103.1312255859375,1118.8602294921875,1133.628173828125,1116.8988037109375,1128.0902099609375,6775458,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,39.28530005647926
2022-02-21,1091.9833984375,1107.553466796875,1124.9058837890625,1100.4925537109375,1113.1375732421875,11107193,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,38.88829766515314
2022-02-22,1087.023681640625,1102.5230712890625,1105.70751953125,1083.2093505859375,1085.8629150390625,13494914,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,38.711669574096334
2022-02-23,1080.2213134765625,1095.6236572265625,1110.6224365234375,1092.8316650390625,1108.1072998046875,7310110,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,38.46941999560408
2022-02-24,1026.3934326171875,1041.0281982421875,1079.863525390625,1035.3287353515625,1063.757080078125,24846650,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,36.552472671552266
2022-02-25,1039.224853515625,1054.0426025390625,1065.1185302734375,1050.489013671875,1052.2657470703125,14570089,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,37.009432105257304
2022-02-28,1073.6236572265625,1088.931884765625,1092.5316162109375,1035.1441650390625,1035.1441650390625,21297446,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,38.234460727441686
2022-03-02,1091.3690185546875,1106.930419921875,1108.0611572265625,1074.9254150390625,1077.3482666015625,21471786,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,38.86641803969685
2022-03-03,1082.1551513671875,1097.5850830078125,1114.452880859375,1093.7777099609375,1107.599609375,10186748,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,38.538288866352836
2022-03-04,1058.1531982421875,1073.240966796875,1091.1240234375,1070.8411865234375,1085.9090576171875,10805667,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,37.68351845591836
2022-03-07,1019.022216796875,1033.552001953125,1067.0338134765625,1025.45263671875,1051.61962890625,17983310,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,36.2899649856437
2022-03-08,1017.1793212890624,1031.682861328125,1036.5286865234375,1006.0696411132812,1020.6068725585938,21289374,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,36.22433480374154
2022-03-09,1071.143798828125,1086.416748046875,1092.3701171875,1031.059814453125,1031.9136962890625,20414228,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,38.14614668191329
2022-03-10,1088.50244140625,1104.02294921875,1109.9071044921875,1089.1396484375,1107.599609375,17980493,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,38.76433195891204
2022-03-11,1091.6419677734375,1107.207275390625,1112.6761474609375,1096.546630859375,1096.546630859375,12257423,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,38.87613845347
2022-03-14,1100.6055908203125,1116.298828125,1118.8602294921875,1095.6005859375,1101.553955078125,8340678,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,39.19535579844418
2022-03-15,1075.398193359375,1090.7318115234375,1120.49853515625,1080.3018798828125,1120.49853515625,15925769,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,38.297656458667205
2022-03-16,1093.55322265625,1109.1456298828125,1111.2454833984375,1097.03125,1099.2926025390625,11149828,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,38.944203086048795
2022-03-17,1129.203369140625,1145.30419921875,1152.5496826171875,1114.5682373046875,1122.7137451171875,21422098,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,40.213795197315704
2022-03-21,1122.6966552734375,1138.7047119140625,1146.3656005859375,1125.59814453125,1127.9056396484375,11999466,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,39.98207461799991
2022-03-22,1151.7037353515625,1168.1253662109375,1169.8790283203125,1132.3360595703125,1135.335693359375,22557065,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,41.01509029029781
2022-03-23,1155.3665771484375,1171.84033203125,1183.6778564453125,1164.3641357421875,1164.3641357421875,15462187,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,41.14553337423211
2022-03-24,1173.316650390625,1190.0465087890625,1192.5848388671875,1158.3646240234375,1158.3646240234375,13168266,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,41.78478099681713
2022-03-25,1181.14306640625,1197.984375,1207.2835693359375,1189.2850341796875,1191.8233642578125,14222488,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,42.0634995158921
2022-03-28,1193.018798828125,1210.029541015625,1213.629150390625,1193.6693115234375,1204.5145263671875,9891424,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,42.486424459691065
2022-03-29,1193.2918701171875,1210.306396484375,1217.4365234375,1203.314697265625,1217.4365234375,8684065,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,42.49614922069756
2022-03-30,1216.224365234375,1233.5660400390625,1240.5115966796875,1207.791259765625,1218.3134765625,15811550,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,43.3128335197427
2022-03-31,1198.8428955078125,1215.9366455078125,1232.066162109375,1213.0985107421875,1229.8740234375,13223718,"1,85,027","1,85,027","7,683","3,812","25,094","20,406","6,765",28.08,2021-12-31,42.69383531010728
2022-04-01,1208.443603515625,1225.67431640625,1229.96630859375,1210.0526123046875,1216.5135498046875,7922880,"2,07,375","2,07,375","8,001","3,556","22,266","17,876","6,765",23.95,2022-03-31,50.45693542862735
2022-04-04,1212.015625,1229.297119140625,1234.5120849609375,1219.12109375,1225.48974609375,7929162,"2,07,375","2,07,375","8,001","3,556","22,266","17,876","6,765",23.95,2022-03-31,50.60608037578288
2022-04-05,1194.8843994140625,1211.921630859375,1232.158447265625,1209.45263671875,1223.482177734375,13149870,"2,07,375","2,07,375","8,001","3,556","22,266","17,876","6,765",23.95,2022-03-31,49.89078911958507
2022-04-06,1191.69921875,1208.691162109375,1215.8212890625,1193.9462890625,1193.9462890625,12257215,"2,07,375","2,07,375","8,001","3,556","22,266","17,876","6,765",23.95,2022-03-31,49.757796189979125
2022-04-07,1170.677734375,1187.369873046875,1202.6685791015625,1184.6700439453125,1197.63818359375,15496499,"2,07,375","2,07,375","8,001","3,556","22,266","17,876","6,765",23.95,2022-03-31,48.880072416492695
2022-04-08,1190.15234375,1207.1220703125,1211.4371337890625,1181.4395751953125,1181.4395751953125,15152495,"2,07,375","2,07,375","8,001","3,556","22,266","17,876","6,765",23.95,2022-03-31,49.69320850730689
2022-04-11,1187.6724853515625,1204.60693359375,1217.6904296875,1192.0540771484375,1199.8995361328125,9254209,"2,07,375","2,07,375","8,001","3,556","22,266","17,876","6,765",23.95,2022-03-31,49.589665359146665
2022-04-12,1165.30859375,1181.9241943359375,1201.0994873046875,1179.316650390625,1193.9000244140625,13217742,"2,07,375","2,07,375","8,001","3,556","22,266","17,876","6,765",23.95,2022-03-31,48.65589117954071
2022-04-13,1161.0313720703125,1177.5860595703125,1196.4844970703125,1174.747802734375,1188.13134765625,10354235,"2,07,375","2,07,375","8,001","3,556","22,266","17,876","6,765",23.95,2022-03-31,48.477301547820986
2022-04-18,1157.4822998046875,1173.986328125,1181.3472900390625,1163.810302734375,1168.9791259765625,9974224,"2,07,375","2,07,375","8,001","3,556","22,266","17,876","6,765",23.95,2022-03-31,48.329114814391964
