Date,Adj Close,Close,High,Low,Open,Volume,Net Sales/Income from operations,Total Income From Operations,Depreciation,Interest,P/L Before Tax,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,QuarterDate,P/EPS
2022-12-15,1177.008056640625,1189.9080810546875,1206.822021484375,1186.51611328125,1201.0533447265625,8688551,"2,30,055","2,30,055","9,730","4,554","20,454","15,587","6,766",20.18,2022-09-30,58.32547356990213
2022-12-16,1171.187744140625,1184.02392578125,1208.5758056640625,1180.5858154296875,1186.51611328125,15837349,"2,30,055","2,30,055","9,730","4,554","20,454","15,587","6,766",20.18,2022-09-30,58.03705372351958
2022-12-19,1186.5716552734375,1199.5765380859375,1201.74560546875,1184.5316162109375,1191.131103515625,7729933,"2,30,055","2,30,055","9,730","4,554","20,454","15,587","6,766",20.18,2022-09-30,58.79938826924864
2022-12-20,1196.843017578125,1209.9603271484375,1211.8985595703125,1184.2086181640625,1192.469482421875,7467588,"2,30,055","2,30,055","9,730","4,554","20,454","15,587","6,766",20.18,2022-09-30,59.30837549941155
2022-12-21,1179.8155517578125,1192.746337890625,1215.1290283203125,1188.8697509765625,1209.591064453125,8527550,"2,30,055","2,30,055","9,730","4,554","20,454","15,587","6,766",20.18,2022-09-30,58.464596221893586
2022-12-22,1176.7569580078125,1189.654296875,1202.0455322265625,1184.5546875,1198.9765625,7451122,"2,30,055","2,30,055","9,730","4,554","20,454","15,587","6,766",20.18,2022-09-30,58.31303062476772
2022-12-23,1142.245849609375,1154.764892578125,1195.515380859375,1150.1729736328125,1182.9625244140625,10257115,"2,30,055","2,30,055","9,730","4,554","20,454","15,587","6,766",20.18,2022-09-30,56.60286668034564
2022-12-26,1152.22021484375,1164.8486328125,1173.132568359375,1150.2421875,1160.5567626953125,5990242,"2,30,055","2,30,055","9,730","4,554","20,454","15,587","6,766",20.18,2022-09-30,57.09713651356541
2022-12-27,1161.64697265625,1174.378662109375,1176.270751953125,1160.7874755859375,1167.5946044921875,5763271,"2,30,055","2,30,055","9,730","4,554","20,454","15,587","6,766",20.18,2022-09-30,57.56427020100347
2022-12-28,1161.5328369140625,1174.2633056640625,1176.7322998046875,1163.671875,1171.28662109375,7459393,"2,30,055","2,30,055","9,730","4,554","20,454","15,587","6,766",20.18,2022-09-30,57.55861431685146
2022-12-29,1161.0078125,1173.7325439453125,1176.31689453125,1165.517822265625,1166.2100830078125,6930648,"2,30,055","2,30,055","9,730","4,554","20,454","15,587","6,766",20.18,2022-09-30,57.53259724975223
2022-12-30,1162.7880859375,1175.5323486328125,1189.2850341796875,1172.71728515625,1174.563232421875,7289476,"2,30,055","2,30,055","9,730","4,554","20,454","15,587","6,766",20.18,2022-09-30,57.62081694437562
2023-01-02,1175.8896484375,1188.7774658203125,1190.2081298828125,1175.993896484375,1176.8245849609375,5316175,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,50.38087611128963
2023-01-03,1167.2845458984375,1180.078125,1187.4390869140625,1175.809326171875,1183.7701416015625,7658932,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,50.01219134097847
2023-01-04,1149.7095947265625,1162.3104248046875,1181.9241943359375,1160.2105712890625,1180.0550537109375,9264891,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,49.259194289912706
2023-01-05,1147.6553955078125,1160.233642578125,1170.5482177734375,1155.5955810546875,1164.5948486328125,13637099,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,49.171182326812875
2023-01-06,1158.086181640625,1170.7789306640625,1175.8785400390625,1162.195068359375,1166.048583984375,6349597,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,49.61808833078942
2023-01-09,1185.4302978515625,1198.4227294921875,1200.8226318359375,1173.755615234375,1174.655517578125,10722753,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,50.78964429526832
2023-01-10,1167.90087890625,1180.701171875,1202.6685791015625,1174.9786376953125,1202.6685791015625,8047142,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,50.038598067962724
2023-01-11,1153.1790771484375,1165.81787109375,1180.5166015625,1163.4871826171875,1177.9783935546875,11509553,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,49.40784392238378
2023-01-12,1128.2769775390625,1140.6429443359375,1168.748291015625,1137.5970458984375,1165.2178955078125,17688773,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,48.34091591855452
2023-01-13,1126.451171875,1138.7969970703125,1141.242919921875,1123.5675048828125,1134.5511474609375,20618583,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,48.26268945479863
2023-01-16,1115.723388671875,1127.9517822265625,1144.3580322265625,1120.06005859375,1141.150634765625,13623855,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,47.80305864061161
2023-01-17,1131.56396484375,1143.9658203125,1145.904052734375,1130.9515380859375,1134.3665771484375,10751000,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,48.481746565713365
2023-01-18,1129.692138671875,1142.0736083984375,1149.6422119140625,1135.451171875,1141.5198974609375,13448286,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,48.40154835783526
2023-01-19,1128.4825439453125,1140.8507080078125,1145.05029296875,1133.7435302734375,1141.242919921875,11940054,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,48.34972339097312
2023-01-20,1115.0615234375,1127.2825927734375,1142.2120361328125,1124.79052734375,1142.2120361328125,14930286,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,47.77470108986718
2023-01-23,1109.4237060546875,1121.5830078125,1138.15087890625,1119.1370849609375,1130.213134765625,10954118,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,47.53314935966956
2023-01-24,1102.873046875,1114.9605712890625,1127.7440185546875,1101.7615966796875,1126.0595703125,16488755,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,47.25248701263924
2023-01-25,1087.6259765625,1099.54638671875,1114.3836669921875,1098.36962890625,1113.3453369140625,12385018,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,46.5992277875964
2023-01-27,1066.992431640625,1078.6866455078125,1101.7615966796875,1066.8260498046875,1100.4002685546875,25830975,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,45.71518558871573
2023-01-30,1077.218017578125,1089.0242919921875,1094.6314697265625,1061.9111328125,1076.0792236328125,21772103,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,46.1532998105452
2023-01-31,1074.5244140625,1086.3013916015625,1101.900146484375,1080.37109375,1099.2926025390625,22691594,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,46.03789263335476
2023-02-01,1068.1563720703125,1079.863525390625,1098.3465576171875,1063.757080078125,1098.3465576171875,19347800,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,45.765054501727185
2023-02-02,1062.2447509765625,1073.8870849609375,1083.6015625,1066.526123046875,1069.756591796875,13662663,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,45.51177167851596
2023-02-03,1063.1806640625,1074.8331298828125,1084.0631103515625,1058.2191162109375,1084.0631103515625,24699575,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,45.55187078245501
2023-02-06,1055.169189453125,1066.7337646484375,1071.14111328125,1064.1263427734375,1068.3720703125,14837879,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,45.208619942293275
2023-02-07,1052.6356201171875,1064.1724853515625,1074.0947265625,1058.2191162109375,1066.9876708984375,15135435,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,45.10006941376125
2023-02-08,1073.6573486328125,1085.424560546875,1089.093505859375,1064.68017578125,1067.4490966796875,21160332,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,46.00074330046326
2023-02-09,1075.52880859375,1087.316650390625,1094.1468505859375,1077.140625,1086.1168212890625,13172763,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,46.08092581806984
2023-02-10,1066.6728515625,1078.3636474609375,1086.7860107421875,1071.279541015625,1086.7860107421875,10790445,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,45.701493211760926
2023-02-13,1060.6014404296875,1072.2257080078125,1084.524658203125,1067.7030029296875,1080.001953125,10352493,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,45.4413642000723
2023-02-14,1085.5947265625,1097.4927978515625,1099.2464599609375,1072.3641357421875,1075.2716064453125,14321920,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,46.51219908151243
2023-02-15,1110.1768798828125,1122.344482421875,1124.7674560546875,1095.13916015625,1096.5235595703125,33503591,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,47.56541901811536
2023-02-16,1109.3094482421875,1121.4676513671875,1137.0433349609375,1119.16015625,1130.4207763671875,17264487,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,47.52825399495234
2023-02-17,1113.94287109375,1126.15185546875,1129.5208740234375,1112.491455078125,1116.82958984375,11809520,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,47.72677254043488
2023-02-20,1102.16552734375,1114.2452392578125,1130.5592041015625,1112.2607421875,1128.3670654296875,8836937,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,47.22217340804413
2023-02-21,1111.1585693359375,1123.3367919921875,1129.19775390625,1113.299072265625,1118.6756591796875,13311592,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,47.60747940599561
2023-02-22,1085.959716796875,1097.8619384765625,1121.444580078125,1096.085205078125,1119.5755615234375,11024335,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,46.52783705213689
2023-02-23,1080.7557373046875,1092.600830078125,1105.1767578125,1089.7626953125,1097.4466552734375,9851910,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,46.30487306361129
2023-02-24,1088.1510009765625,1100.0771484375,1105.8228759765625,1092.8316650390625,1094.6776123046875,9434053,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,46.621722406879286
2023-02-27,1080.91552734375,1092.7623291015625,1102.8231201171875,1085.3092041015625,1099.2926025390625,11199715,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,46.311719252088686
2023-02-28,1060.2362060546875,1071.8564453125,1092.3701171875,1067.7491455078125,1087.3397216796875,21994038,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,45.425715769266816
2023-03-01,1069.982421875,1081.70947265625,1082.4478759765625,1072.179443359375,1081.755615234375,11551145,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,45.8432914256641
2023-03-02,1061.8338623046875,1073.4716796875,1085.2861328125,1071.41796875,1078.525146484375,9333535,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,45.49416719385979
2023-03-03,1088.9271240234375,1100.8616943359375,1104.5767822265625,1080.625,1084.13232421875,14643807,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,46.65497532234094
2023-03-06,1099.5633544921875,1111.6146240234375,1118.9525146484375,1107.599609375,1107.599609375,10171916,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,47.11068356864556
2023-03-08,1103.5120849609375,1115.606689453125,1116.3681640625,1100.6771240234375,1111.6146240234375,15782657,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,47.279866536458336
2023-03-09,1076.9896240234375,1088.79345703125,1115.39892578125,1086.8782958984375,1114.983642578125,16235128,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,46.143514311201265
2023-03-10,1060.3046875,1071.9256591796875,1081.755615234375,1068.3951416015625,1080.6019287109375,13334091,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,45.428649850042845
2023-03-13,1042.8665771484375,1054.29638671875,1081.755615234375,1049.912109375,1074.8331298828125,12771592,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,44.681515730438626
2023-03-14,1038.9635009765625,1050.3505859375,1063.7340087890625,1047.166259765625,1052.2196044921875,16027522,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,44.514288816476544
2023-03-15,1021.205810546875,1032.398193359375,1060.6650390625,1027.9447021484375,1054.11181640625,21728555,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,43.753462319917524
2023-03-16,1016.1157836914062,1027.25244140625,1040.2205810546875,1016.31494140625,1035.1441650390625,18363159,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,43.535380620882876
2023-03-17,1014.8377075195312,1025.9603271484375,1039.2745361328125,1021.1607055664062,1035.9517822265625,34014213,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,43.4806215732447
2023-03-20,1004.8632202148438,1015.8765258789062,1024.5296630859375,1006.0696411132812,1022.22216796875,19524589,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,43.05326564759399
2023-03-21,1036.1102294921875,1047.4661865234375,1049.45068359375,1023.1451416015625,1024.0450439453125,21400360,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,44.39204068089921
2023-03-22,1039.26025390625,1050.6505126953125,1057.5037841796875,1047.6046142578125,1054.527099609375,10920094,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,44.527003166506
2023-03-23,1026.1131591796875,1037.359375,1047.5584716796875,1035.167236328125,1046.681640625,16249370,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,43.96371718850418
2023-03-24,1005.7989501953124,1016.8225708007812,1038.3746337890625,1014.3766479492188,1036.1824951171875,12375945,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,43.093356906397275
2023-03-27,1021.4338989257812,1032.62890625,1040.2205810546875,1015.3919677734375,1023.3759155273438,14054323,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,43.76323474403519
2023-03-28,1026.2044677734375,1037.45166015625,1041.3743896484375,1032.3751220703125,1036.067138671875,12576424,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,43.96762929620555
2023-03-29,1020.1329956054688,1031.313720703125,1035.974853515625,1020.4223022460938,1033.298095703125,18804065,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,43.70749766947167
2023-03-31,1064.116455078125,1075.7791748046875,1081.5018310546875,1040.543701171875,1040.68212890625,28171201,"2,17,164","2,17,164","10,187","5,201","23,006","17,740","6,766",23.34,2022-12-31,45.59196465630356
2023-04-03,1064.299072265625,1075.9637451171875,1084.0631103515625,1068.3720703125,1082.2171630859375,10293043,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,37.317639280000876
2023-04-05,1061.74267578125,1073.37939453125,1083.6015625,1065.3955078125,1083.6015625,16262928,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,37.22800405965112
2023-04-06,1068.8638916015625,1080.5787353515625,1086.37060546875,1069.8258056640625,1069.8258056640625,18435046,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,37.47769605896082
2023-04-10,1061.2861328125,1072.9178466796875,1084.709228515625,1071.3948974609375,1084.524658203125,12961408,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,37.21199624167251
2023-04-11,1066.535888671875,1078.22509765625,1080.37109375,1072.5487060546875,1077.140625,10542367,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,37.396069027765606
2023-04-12,1071.23779296875,1082.9786376953125,1092.7392578125,1075.3177490234375,1078.22509765625,18179087,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,37.56093243228436
2023-04-13,1075.27783203125,1087.0628662109375,1091.8162841796875,1080.8326416015625,1085.9090576171875,12378208,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,37.70258878089937
2023-04-17,1080.73291015625,1092.5777587890625,1119.114013671875,1084.086181640625,1119.114013671875,17929479,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,37.8938608049176
2023-04-18,1068.3619384765625,1080.0711669921875,1096.985107421875,1073.4486083984375,1096.985107421875,10405576,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,37.460096019514815
2023-04-19,1073.6800537109375,1085.4476318359375,1088.17041015625,1076.3099365234375,1079.47119140625,12273475,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,37.64656569813946
2023-04-20,1070.9637451171875,1082.70166015625,1088.6781005859375,1076.2637939453125,1086.416748046875,7007330,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,37.55132346133196
2023-04-21,1072.310546875,1084.0631103515625,1089.60107421875,1078.2481689453125,1084.8245849609375,7647317,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,37.598546524368864
2023-04-24,1076.4190673828125,1088.2166748046875,1098.784912109375,1083.6015625,1096.0621337890625,12936186,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,37.742604045680665
2023-04-25,1084.6588134765625,1096.546630859375,1098.646484375,1084.75537109375,1091.9085693359375,9236126,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,38.031515199037955
2023-04-26,1078.290771484375,1090.1087646484375,1101.184814453125,1086.3936767578125,1097.9080810546875,8617834,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,37.808231819227736
2023-04-27,1085.1153564453125,1097.0081787109375,1100.215576171875,1090.985595703125,1096.0621337890625,9167125,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,38.047523017016566
2023-04-28,1104.9500732421875,1117.060302734375,1118.6295166015625,1099.17724609375,1099.2926025390625,15565210,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,38.74298994537824
2023-05-02,1114.3311767578125,1126.544189453125,1128.736328125,1120.5677490234375,1124.305908203125,12981805,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.07192064368206
2023-05-03,1104.7674560546875,1116.875732421875,1128.3670654296875,1113.6221923828125,1128.3670654296875,7061872,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,38.7365868181868
2023-05-04,1117.503662109375,1129.7515869140625,1131.9898681640625,1114.3375244140625,1117.3603515625,8635233,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.183157857972475
2023-05-05,1114.650634765625,1126.8671875,1135.91259765625,1124.213623046875,1126.5211181640625,8746585,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.08312183610186
2023-05-08,1128.4139404296875,1140.781494140625,1146.2041015625,1127.974853515625,1130.674560546875,9153782,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.565706186174175
2023-05-09,1131.90625,1144.3118896484375,1147.6578369140625,1136.7894287109375,1142.2120361328125,6464721,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.688157433380084
2023-05-10,1139.6895751953125,1152.1805419921875,1153.680419921875,1145.0733642578125,1149.1346435546875,10872255,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.961065048924
2023-05-11,1132.2486572265625,1144.6580810546875,1158.1337890625,1142.9273681640625,1153.2650146484375,10557860,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.70016329686404
2023-05-12,1134.097412109375,1146.527099609375,1147.9346923828125,1133.67431640625,1139.812255859375,6955341,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.76498639934695
2023-05-15,1136.334228515625,1148.7884521484375,1155.849365234375,1141.3582763671875,1149.0885009765625,6833343,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.843416147111675
2023-05-16,1120.1513671875,1132.4283447265625,1153.56494140625,1130.7437744140625,1150.9805908203125,8717229,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.275994641917954
2023-05-17,1113.5322265625,1125.736572265625,1137.5970458984375,1120.983154296875,1136.674072265625,8798967,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.043906962219495
2023-05-18,1111.1356201171875,1123.313720703125,1133.9051513671875,1120.1292724609375,1130.4669189453125,10525531,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,38.959874478162256
2023-05-19,1114.7418212890625,1126.95947265625,1128.8055419921875,1116.298828125,1123.313720703125,8050447,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.08631911953235
2023-05-22,1120.6990966796875,1132.9820556640625,1138.05859375,1122.5291748046875,1123.7520751953125,7434906,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.29519974332705
2023-05-23,1120.49365234375,1132.7744140625,1138.9815673828125,1131.34375,1135.589599609375,6092034,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.287996225236675
2023-05-24,1113.9659423828125,1126.1749267578125,1137.1356201171875,1123.0367431640625,1128.782470703125,8112254,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.059114389299175
2023-05-25,1113.8289794921875,1126.0364990234375,1130.213134765625,1115.0067138671875,1123.2445068359375,11487863,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.05431204390559
2023-05-26,1144.2088623046875,1156.7493896484375,1157.903076171875,1131.020751953125,1134.3665771484375,12626260,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,40.11952532625131
2023-05-29,1150.645263671875,1163.2564697265625,1167.5946044921875,1157.0723876953125,1163.4410400390625,10010304,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,40.34520559859309
2023-05-30,1150.3486328125,1162.95654296875,1171.148193359375,1160.3720703125,1163.2564697265625,11342504,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,40.33480479707223
2023-05-31,1127.5009765625,1139.8583984375,1158.29541015625,1135.7510986328125,1153.7496337890625,27107927,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.53369483038219
2023-06-01,1124.46533203125,1136.7894287109375,1146.781005859375,1134.3665771484375,1144.5888671875,14592692,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.427255681320126
2023-06-02,1120.7904052734375,1133.0743408203125,1145.8348388671875,1131.1361083984375,1140.3660888671875,15800644,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.29840130692278
2023-06-05,1130.856201171875,1143.25048828125,1146.250244140625,1134.57421875,1138.6124267578125,10908682,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.651339452029276
2023-06-06,1131.81494140625,1144.2196044921875,1148.0731201171875,1136.212646484375,1146.11181640625,7493309,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.68495586978436
2023-06-07,1140.3970947265625,1152.8958740234375,1153.7496337890625,1141.1044921875,1147.7501220703125,10312545,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.985872886625614
2023-06-08,1141.0816650390625,1153.5880126953125,1161.52587890625,1149.5960693359375,1156.5185546875,12071109,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,40.00987605326306
2023-06-09,1133.001953125,1145.4195556640625,1157.6954345703125,1143.5965576171875,1156.9801025390625,5877018,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.726576196528754
2023-06-12,1134.006103515625,1146.434814453125,1148.765380859375,1137.5970458984375,1142.44287109375,6391969,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.76178483575123
2023-06-13,1150.759521484375,1163.371826171875,1164.57177734375,1147.4039306640625,1151.442138671875,11248016,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,40.34921183325298
2023-06-14,1164.910888671875,1177.6783447265625,1179.132080078125,1161.5950927734375,1163.4410400390625,13277380,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,40.84540282860712
2023-06-15,1165.23046875,1178.00146484375,1182.616455078125,1170.1328125,1177.6552734375,11813494,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,40.856608301192146
2023-06-16,1176.574462890625,1189.4697265625,1191.7772216796875,1181.5318603515625,1181.5318603515625,24171579,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,41.25436405647353
2023-06-19,1164.8880615234375,1177.6552734375,1192.515625,1173.4326171875,1192.515625,6798554,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,40.84460243770819
2023-06-20,1167.3074951171875,1180.1011962890625,1183.2855224609375,1169.902099609375,1175.6939697265625,6921096,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,40.92943531266436
2023-06-21,1170.59423828125,1183.424072265625,1185.9853515625,1175.901611328125,1180.0550537109375,6961603,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,41.044678761614655
2023-06-22,1157.4471435546875,1170.1328125,1187.5775146484375,1168.517578125,1179.5936279296875,7619166,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,40.58370068564823
2023-06-23,1147.974853515625,1160.5567626953125,1169.1636962890625,1159.28759765625,1167.0869140625,6628570,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,40.25157270391392
2023-06-26,1139.210205078125,1151.6959228515625,1160.856689453125,1148.53466796875,1156.9801025390625,12641159,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.94425684004646
2023-06-27,1139.62109375,1152.111328125,1158.1337890625,1147.588623046875,1152.157470703125,9689466,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,39.95866387622721
